nomes,idade,cidade,estado,cpf,cnpj,isvalid_cpf,isvalid_cnpj
Erin Montgomery,62,ABAÍRA,BA,80825352967,15439215405245,True,True
Sydney Holder,79,ABAIARA,CE,46161355760,21498152143832,True,True
Crystal Holland,48,BRASÍLIA,DF,79273615201,14284253447631,True,True
Megan Ramos,32,AFONSO CLÁUDIO,ES,50462868311,86557004961808,True,True
Lisa Hogan,61,ABADIA DE GOIÁS,GO,35801358994,21694780353782,True,True
Sarah Hayes,21,AÇAILÂNDIA,MA,96801554395,44252765181202,True,True
Mary Sullivan,70,ABADIA DOS DOURADOS,MG,60122582918,64850588068205,True,True
Pamela Moreno,45,ÁGUA CLARA,MS,53914229225,25527178943932,True,True
Jessica Murphy,88,ACORIZAL,MT,18653192107,12905774755613,True,True
Virginia Savage,46,ABAETETUBA,PA,20992013585,23031402040614,True,True
Christine Watkins,83,ÁGUA BRANCA,PB,50092797385,73921601969055,True,True
Sarah Rivas,54,ABREU E LIMA,PE,30184560179,28672971723476,True,True
Kelly Martin,25,ACAUÃ,PI,16159767950,78804425138410,True,True
Lindsey Williams,29,ABATIÁ,PR,34891361794,40998304856440,True,True
Jacqueline English,65,ANGRA DOS REIS,RJ,93694980601,04213279105246,True,True
Julie Ruiz,41,ACARI,RN,47597552769,35933583374608,True,True
Elizabeth Schroeder,60,ALTA FLORESTA D'OESTE,RO,54249368220,49527405180994,True,True
Jennifer Simpson,68,AMAJARI,RR,11589905881,65424994630309,True,True
Tara Friedman,30,ACEGUÁ,RS,23327990107,47474376133169,True,True
Michelle Wilson,72,ABDON BATISTA,SC,96944201488,67596152267257,True,True
Sharon Hall,39,AMPARO DE SÃO FRANCISCO,SE,06231259862,41006866285680,True,True
Judy Santiago,21,ADAMANTINA,SP,31811819940,80114275263285,True,True
Jennifer Guzman,84,ABREULÂNDIA,TO,62520273402,47833615803893,True,True
Angela Miller,31,ACRELÂNDIA,AC,17013994740,88510644182775,True,True
Maria Moore,38,ÁGUA BRANCA,AL,01832865967,72508603866409,True,True
Donna Goodman,33,ALVARÃES,AM,54755763274,07506128061714,True,True
Kara Alvarado,48,SERRA DO NAVIO,AP,56123079263,62553384464387,True,True
Lori Perry,36,ABAÍRA,BA,46367308792,75071961955161,True,True
Teresa Schmidt,82,ABAIARA,CE,57045912137,95347188698560,True,True
Carla Miller,55,BRASÍLIA,DF,06176337623,36326902955569,True,True
Stephanie Anderson,37,AFONSO CLÁUDIO,ES,26157637501,46762730921978,True,True
Veronica Carlson,60,ABADIA DE GOIÁS,GO,89378261191,44664443069861,True,True
Natalie Green,86,AÇAILÂNDIA,MA,19394522018,30407095998418,True,True
Rachael Christian,78,ABADIA DOS DOURADOS,MG,12984097483,41748203597365,True,True
Michelle Burgess,56,ÁGUA CLARA,MS,82770825763,68485854305845,True,True
Michelle Pearson,75,ACORIZAL,MT,06152224802,47091919407986,True,True
Kimberly Garcia,55,ABAETETUBA,PA,63692659695,12179092719445,True,True
Lauren Lindsey,36,ÁGUA BRANCA,PB,47077994694,44129313464108,True,True
Jackie Valdez,52,ABREU E LIMA,PE,73009921888,69086550895063,True,True
Melissa Malone,59,ACAUÃ,PI,63478036070,14603995350921,True,True
Laura Campos,62,ABATIÁ,PR,94827448299,82409364106693,True,True
Elizabeth Anderson,48,ANGRA DOS REIS,RJ,94835454472,49981073333680,True,True
Brianna Stuart,71,ACARI,RN,82120552134,12048931234131,True,True
Amy Bailey,80,ALTA FLORESTA D'OESTE,RO,46462960981,08374895741225,True,True
Nicole Sullivan,61,AMAJARI,RR,20884937003,50251798042460,True,True
Sarah Guerrero,42,ACEGUÁ,RS,65603895535,88415786840734,True,True
Claudia Walker,77,ABDON BATISTA,SC,01304618226,93881231160091,True,True
Casey Ramsey,67,AMPARO DE SÃO FRANCISCO,SE,47133686449,56729090343067,True,True
Lisa Vazquez,67,ADAMANTINA,SP,71041483104,09493104010384,True,True
Cheryl Mckinney,21,ABREULÂNDIA,TO,14576235281,59261476138902,True,True
Kathleen Adkins,71,ACRELÂNDIA,AC,37125020364,76515560259470,True,True
Vanessa Mcgrath,35,ÁGUA BRANCA,AL,05521413138,13293931162584,True,True
Cynthia Jimenez,71,ALVARÃES,AM,18873176003,23376755616388,True,True
Laurie Mann,77,SERRA DO NAVIO,AP,18624278104,06408898551262,True,True
Jessica Garza,64,ABAÍRA,BA,96085964919,27100879126977,True,True
Rebecca Moreno,79,ABAIARA,CE,04617923543,42821281584756,True,True
Stephanie Ramirez,19,BRASÍLIA,DF,14883362108,14150788122079,True,True
Robin Ward,23,AFONSO CLÁUDIO,ES,36035280420,42001001590062,True,True
Barbara Warren,71,ABADIA DE GOIÁS,GO,97341586435,49425662454047,True,True
Debra Munoz,62,AÇAILÂNDIA,MA,98586243795,15201075479551,True,True
Sara Carpenter,67,ABADIA DOS DOURADOS,MG,77757321565,04546010179560,True,True
Faith Nelson,21,ÁGUA CLARA,MS,08540765659,37448358758760,True,True
Miranda Rowe,46,ACORIZAL,MT,82125478501,42982871047919,True,True
Ashley Garcia,71,ABAETETUBA,PA,72035248175,49840285237338,True,True
Katie Garcia,90,ÁGUA BRANCA,PB,99149249649,72747328919431,True,True
Rachel Wilson,62,ABREU E LIMA,PE,36320382872,76917416103100,True,True
Laura Collier,37,ACAUÃ,PI,82111802948,60346398775219,True,True
Jessica Duncan,74,ABATIÁ,PR,50015098583,48625062104670,True,True
Carla Gordon,54,ANGRA DOS REIS,RJ,53100923154,38119423427908,True,True
Lori Bird,21,ACARI,RN,14883564088,71512804354947,True,True
Molly Smith,85,ALTA FLORESTA D'OESTE,RO,79311692557,62651011730162,True,True
Anne Shea,39,AMAJARI,RR,05650304262,44756469321270,True,True
Rebecca Torres,36,ACEGUÁ,RS,36384300141,63607449301922,True,True
Charlene Lambert,27,ABDON BATISTA,SC,10733667589,12674047276298,True,True
Rhonda Bray,56,AMPARO DE SÃO FRANCISCO,SE,60404051391,97612487101201,True,True
Jill Leblanc,81,ADAMANTINA,SP,07116575561,51518687600548,True,True
Virginia Anderson,82,ABREULÂNDIA,TO,78091975090,15210896012893,True,True
Alyssa Phillips,78,ACRELÂNDIA,AC,80442760760,55318715082053,True,True
Ashley Oconnor,41,ÁGUA BRANCA,AL,95769625520,49851987345985,True,True
Christina Morales,48,ALVARÃES,AM,51083585207,93805252808192,True,True
Leslie Barnes,32,SERRA DO NAVIO,AP,20725696214,34433842033910,True,True
Sarah Mckee,84,ABAÍRA,BA,11837343870,11550901814405,True,True
Jill Lam,42,ABAIARA,CE,42206766604,98228002404300,True,True
Christine Marshall,72,BRASÍLIA,DF,65810804381,09277056572808,True,True
Katherine Klein,46,AFONSO CLÁUDIO,ES,16554168559,56233308325782,True,True
Catherine Olson,69,ABADIA DE GOIÁS,GO,48273591212,13874141275877,True,True
Emily Carney,49,AÇAILÂNDIA,MA,24573410007,93574584481430,True,True
Miranda Reeves,83,ABADIA DOS DOURADOS,MG,45623183506,10562013807311,True,True
Hannah Robinson,83,ÁGUA CLARA,MS,32046423801,64949875572692,True,True
Shannon Jefferson,42,ACORIZAL,MT,54587255300,44313151516570,True,True
Jennifer Lane,39,ABAETETUBA,PA,58674217087,34801488762000,True,True
Amanda Mcgrath,62,ÁGUA BRANCA,PB,51431315702,83639365668695,True,True
Melissa Long,57,ABREU E LIMA,PE,61437052673,65040466798010,True,True
Jill Copeland,86,ACAUÃ,PI,65478998451,91804643759280,True,True
Nicole Thomas,47,ABATIÁ,PR,26693521703,00967879330013,True,True
Jasmine Carlson,61,ANGRA DOS REIS,RJ,71078900264,06359324987295,True,True
Andrea Gray,76,ACARI,RN,03729248324,12396514707509,True,True
Sabrina James,77,ALTA FLORESTA D'OESTE,RO,97968819504,42051881701177,True,True
Michelle Navarro,50,AMAJARI,RR,74476325629,80724576123216,True,True
Jennifer Norris,77,ACEGUÁ,RS,50094173591,91161519444250,True,True
Marie Farmer,84,ABDON BATISTA,SC,24141998818,22043469811203,True,True
Anna Garcia,54,AMPARO DE SÃO FRANCISCO,SE,69748239241,55459578772332,True,True
Katherine Perkins,21,ADAMANTINA,SP,73545161129,89727680157486,True,True
Mary Rush,40,ABREULÂNDIA,TO,62227764007,13605369870581,True,True
Elizabeth Maxwell,32,ACRELÂNDIA,AC,98572814787,42722892993752,True,True
Cynthia Townsend,47,ÁGUA BRANCA,AL,48390595435,88281023368194,True,True
Jocelyn Lopez,82,ALVARÃES,AM,98660696212,39005548669396,True,True
Holly Thomas,33,SERRA DO NAVIO,AP,73898292223,19450315757847,True,True
Amber Dunlap,19,ABAÍRA,BA,84127724668,79194661375477,True,True
Mariah Hernandez,71,ABAIARA,CE,62465580469,11818879228893,True,True
Maria Harris,90,BRASÍLIA,DF,45569442367,53286237305410,True,True
Pamela Stewart,64,AFONSO CLÁUDIO,ES,24240658705,12065035972173,True,True
Olivia Barry,88,ABADIA DE GOIÁS,GO,78329805913,45755765311256,True,True
Chelsea Hampton,81,AÇAILÂNDIA,MA,74796105999,32655895304490,True,True
Amanda Perez,87,ABADIA DOS DOURADOS,MG,54939922995,82782639800170,True,True
Deborah Harding,81,ÁGUA CLARA,MS,19980262303,41322244785981,True,True
Ashley Roman,88,ACORIZAL,MT,68850015895,59107925420633,True,True
Donna Gomez,90,ABAETETUBA,PA,85339669386,39292994656189,True,True
Sharon Harmon,72,ÁGUA BRANCA,PB,34817057866,75181912569702,True,True
Diana Johnson,75,ABREU E LIMA,PE,72928862307,48111381298179,True,True
Meghan Gross,33,ACAUÃ,PI,69470172620,76719711289239,True,True
Alexandra Swanson,47,ABATIÁ,PR,31423159004,06470399843247,True,True
Rachel Lamb,85,ANGRA DOS REIS,RJ,72858349630,40325658828307,True,True
Lauren Brown,61,ACARI,RN,29394435301,77922024213541,True,True
Nichole Garcia,76,ALTA FLORESTA D'OESTE,RO,17981758602,43394826042866,True,True
Bridget Jones,41,AMAJARI,RR,55106268877,66138258289566,True,True
Amanda Kennedy,36,ACEGUÁ,RS,33097445315,36720677976629,True,True
Tamara Hull,88,ABDON BATISTA,SC,67264093620,84524412914597,True,True
Stephanie Peterson,59,AMPARO DE SÃO FRANCISCO,SE,84443422382,28118446903738,True,True
Katie Wang,54,ADAMANTINA,SP,56941165340,01389199452560,True,True
Brooke Mitchell,61,ABREULÂNDIA,TO,85017025790,22935669212202,True,True
Mary Reynolds,44,ACRELÂNDIA,AC,37602355571,95513855148464,True,True
Kathleen Jones,90,ÁGUA BRANCA,AL,84637058635,97692605014000,True,True
Catherine Olsen,62,ALVARÃES,AM,82801846945,32805388543210,True,True
Julie Alvarez,37,SERRA DO NAVIO,AP,12460144598,07632325281046,True,True
Alicia Martinez,62,ABAÍRA,BA,15118931762,14034532078692,True,True
Sara West,26,ABAIARA,CE,81844771806,50042068817116,True,True
Felicia Powers,47,BRASÍLIA,DF,90559081340,19208625283610,True,True
Ellen Gaines,83,AFONSO CLÁUDIO,ES,35940100406,14813490085635,True,True
Shannon Salazar,73,ABADIA DE GOIÁS,GO,26598162718,86697599273909,True,True
Christine Chan,26,AÇAILÂNDIA,MA,99538689640,64411295500654,True,True
Rebecca Reyes,49,ABADIA DOS DOURADOS,MG,21030880506,78293024631831,True,True
Leslie Wells,50,ÁGUA CLARA,MS,59741359039,91966825686438,True,True
Mary King,44,ACORIZAL,MT,43008707130,33539987918025,True,True
Tiffany Foley,87,ABAETETUBA,PA,57779449300,14106192280491,True,True
Vanessa Chandler,41,ÁGUA BRANCA,PB,04979946666,57472868447190,True,True
Melanie Stewart,60,ABREU E LIMA,PE,14337572066,50687387739609,True,True
Brianna George,22,ACAUÃ,PI,84890124586,34249472458460,True,True
Stephanie Holmes,78,ABATIÁ,PR,05427779671,99981845689758,True,True
Kathleen Rosario,28,ANGRA DOS REIS,RJ,97952839012,09508545848233,True,True
Lauren Bell,44,ACARI,RN,22216517666,07359820520389,True,True
Anita Callahan,41,ALTA FLORESTA D'OESTE,RO,50895558424,92816079913708,True,True
Jennifer Gonzalez,44,AMAJARI,RR,76910748085,66942961954984,True,True
Kayla Parker,86,ACEGUÁ,RS,48692701297,06736087441193,True,True
Dawn Scott,43,ABDON BATISTA,SC,04428114036,30592901893533,True,True
Brandy Garcia,73,AMPARO DE SÃO FRANCISCO,SE,40182721892,86382407542380,True,True
Jennifer Johnson,59,ADAMANTINA,SP,52927638292,85098762467309,True,True
Rachel Scott,40,ABREULÂNDIA,TO,15640013931,75672533665005,True,True
Jacqueline Ochoa,90,ACRELÂNDIA,AC,38677401865,78293938513271,True,True
Katherine Kline,84,ÁGUA BRANCA,AL,41297170652,19371710626144,True,True
Tracey Jordan,90,ALVARÃES,AM,34849223036,60648750075457,True,True
Elizabeth Ortega,49,SERRA DO NAVIO,AP,41642950157,63217861961863,True,True
Deborah Rodriguez,59,ABAÍRA,BA,99384038830,10675589640598,True,True
Betty Turner,73,ABAIARA,CE,41469290243,74367686813883,True,True
Kim Shepard,22,BRASÍLIA,DF,75111380396,87151558948001,True,True
Charlene Fuentes,56,AFONSO CLÁUDIO,ES,33432869746,71380348169439,True,True
Laura Bell,66,ABADIA DE GOIÁS,GO,96295676448,42794740544960,True,True
Brenda Jones,46,AÇAILÂNDIA,MA,96878092647,91216761715652,True,True
Linda Larsen,49,ABADIA DOS DOURADOS,MG,39949168104,21354177589798,True,True
Angela Zimmerman,72,ÁGUA CLARA,MS,11414306229,95442804690072,True,True
Rachel Bishop,82,ACORIZAL,MT,88527273535,38781722664522,True,True
Lindsey Thomas,82,ABAETETUBA,PA,73429577985,76227337382700,True,True
Stefanie Ford,70,ÁGUA BRANCA,PB,97739300764,54138069840529,True,True
Katherine Mckee,42,ABREU E LIMA,PE,82421998336,32784822234785,True,True
Kristen Gonzalez,60,ACAUÃ,PI,38032398856,84295781169922,True,True
Hannah Smith,88,ABATIÁ,PR,07178301449,78546842417716,True,True
Mary Wells,33,ANGRA DOS REIS,RJ,66248266654,62812156625736,True,True
Samantha Beard,75,ACARI,RN,44081212074,13983113073918,True,True
Jacqueline Nelson,25,ALTA FLORESTA D'OESTE,RO,12573051072,52030914087032,True,True
Christine Simmons,32,AMAJARI,RR,34716724190,30584590152129,True,True
Margaret Vasquez,60,ACEGUÁ,RS,71474409946,27510673454092,True,True
Cynthia Barker,64,ABDON BATISTA,SC,78432270326,77800249828155,True,True
Cynthia Webb,73,AMPARO DE SÃO FRANCISCO,SE,84868035517,86672672153666,True,True
Dana Myers,59,ADAMANTINA,SP,45521023380,18787895024649,True,True
Deanna Chang,39,ABREULÂNDIA,TO,03870329670,39110779239942,True,True
Tanya Cole,48,ACRELÂNDIA,AC,65635077196,19435498503307,True,True
Alejandra Madden,87,ÁGUA BRANCA,AL,07798023062,94713494555156,True,True
Tracy Perkins,61,ALVARÃES,AM,03936751498,30168826959945,True,True
Tracy Humphrey,76,SERRA DO NAVIO,AP,25672701671,21603075521536,True,True
Alexis Logan,24,ABAÍRA,BA,58837143150,68949906169853,True,True
Casey Burnett,70,ABAIARA,CE,23503147586,58090221854470,True,True
Linda Barrera,83,BRASÍLIA,DF,87836973492,09442284674966,True,True
Julie Eaton,32,AFONSO CLÁUDIO,ES,13585641326,95755104038519,True,True
Darlene Wright,29,ABADIA DE GOIÁS,GO,24215560748,01035643058050,True,True
Michelle Miller,87,AÇAILÂNDIA,MA,08165883178,01372752761856,True,True
Cheryl Kemp,75,ABADIA DOS DOURADOS,MG,48601576648,79255389948013,True,True
Kristen Brewer,64,ÁGUA CLARA,MS,25073637623,15143406737268,True,True
Christina Price,49,ACORIZAL,MT,76797605946,81309490371609,True,True
Rebecca Guerrero,18,ABAETETUBA,PA,54881390791,06034911274836,True,True
Jill Berg,84,ÁGUA BRANCA,PB,92800771208,94489661726975,True,True
Lauren Tate,29,ABREU E LIMA,PE,19379708920,97276408508347,True,True
Brittany Ruiz,67,ACAUÃ,PI,83066573494,20142992967938,True,True
Katherine Cole,81,ABATIÁ,PR,08531629136,31995727322381,True,True
Jill Mccann,89,ANGRA DOS REIS,RJ,80942108779,32878317883501,True,True
Brianna Wells,49,ACARI,RN,42830426258,18340095404240,True,True
Crystal Soto,64,ALTA FLORESTA D'OESTE,RO,86457600107,40927860258448,True,True
Barbara Lopez,76,AMAJARI,RR,49394945601,35920061936092,True,True
Melinda Wood,39,ACEGUÁ,RS,36413851058,64741714202356,True,True
Felicia Ellis,23,ABDON BATISTA,SC,36501298253,99655449184884,True,True
Lisa Smith,18,AMPARO DE SÃO FRANCISCO,SE,15562466848,27768005852200,True,True
Christine Lane,68,ADAMANTINA,SP,38729582911,11225697702225,True,True
Michelle Phillips,80,ABREULÂNDIA,TO,47922727003,97676954176003,True,True
Natasha Jones,36,ACRELÂNDIA,AC,77741895729,91440902688384,True,True
Gloria Baker,73,ÁGUA BRANCA,AL,31258881586,45880948725197,True,True
Stephanie Lopez,63,ALVARÃES,AM,09808971652,06558552584092,True,True
Monica Williams,56,SERRA DO NAVIO,AP,65076270623,45704137752612,True,True
Courtney Robles,36,ABAÍRA,BA,85273593166,53170077759202,True,True
Tiffany Simon,74,ABAIARA,CE,01149132183,11675363678794,True,True
Jennifer Ramirez,77,BRASÍLIA,DF,80890536104,26140497838491,True,True
Leslie Martinez,74,AFONSO CLÁUDIO,ES,69043628980,36113406825232,True,True
Sarah Morgan,31,ABADIA DE GOIÁS,GO,54339478318,96815096294275,True,True
Carrie Johnson,84,AÇAILÂNDIA,MA,36739498962,52198293835153,True,True
Tammy Ramos,83,ABADIA DOS DOURADOS,MG,97752468223,24319035416417,True,True
Jill Nichols,25,ÁGUA CLARA,MS,37985982310,73499025329360,True,True
Hannah Martin,24,ACORIZAL,MT,27854693137,44921534253920,True,True
Crystal Wilson,72,ABAETETUBA,PA,24161885695,67711771262600,True,True
Karen Gilbert,83,ÁGUA BRANCA,PB,90575186518,01235411657934,True,True
Carol Lynch,59,ABREU E LIMA,PE,62426008202,60814492517124,True,True
Karen Nguyen,90,ACAUÃ,PI,48234030965,92208792900952,True,True
Julie Davis,33,ABATIÁ,PR,06557675095,26376842427008,True,True
Sherry Carlson,74,ANGRA DOS REIS,RJ,21578347459,53807084997378,True,True
Kelly Garcia,41,ACARI,RN,59067170305,77537714928918,True,True
Dawn West,38,ALTA FLORESTA D'OESTE,RO,33296731091,57186632249476,True,True
Angela Frost,58,AMAJARI,RR,47681368698,83199053405941,True,True
Latasha Turner,20,ACEGUÁ,RS,39804171074,09931611227505,True,True
Monica Reyes,49,ABDON BATISTA,SC,03726361448,71897285075757,True,True
Kristin Mullins,48,AMPARO DE SÃO FRANCISCO,SE,08906131097,85365862919425,True,True
Alicia Flores,82,ADAMANTINA,SP,56938781800,42088574157517,True,True
Laura Davis,84,ABREULÂNDIA,TO,05884306768,98498437288103,True,True
Kelly Hill,90,ACRELÂNDIA,AC,77832654058,24301641631640,True,True
Leslie Matthews,85,ÁGUA BRANCA,AL,72754339744,24602978940054,True,True
Tamara Hodges,80,ALVARÃES,AM,87413320169,15964898411900,True,True
Meagan Hancock,54,SERRA DO NAVIO,AP,47137355820,42349860704239,True,True
Monica Chambers,78,ABAÍRA,BA,93868324615,38138102724491,True,True
Christine Black,36,ABAIARA,CE,02963473370,66416578532656,True,True
Amy Hayes,19,BRASÍLIA,DF,68904921104,73326936231239,True,True
Kaitlin Barron,61,AFONSO CLÁUDIO,ES,31728044456,90253729167105,True,True
Brenda Robles,19,ABADIA DE GOIÁS,GO,56073110316,77474252871218,True,True
Jane Mora,33,AÇAILÂNDIA,MA,54745559380,21626906745515,True,True
Alexandra Gonzales,48,ABADIA DOS DOURADOS,MG,51881688470,14686641469294,True,True
Kimberly Martin,32,ÁGUA CLARA,MS,17808852295,80208111987304,True,True
Teresa English,85,ACORIZAL,MT,10194378985,41456784772112,True,True
Anne Moore,46,ABAETETUBA,PA,71644150212,81079774983686,True,True
Destiny Santos,63,ÁGUA BRANCA,PB,74478352348,11675926473425,True,True
Karen Buckley,67,ABREU E LIMA,PE,00610413511,76702256407644,True,True
Nancy Martinez,47,ACAUÃ,PI,32121694943,29679209878097,True,True
Katherine Hubbard,21,ABATIÁ,PR,75165369544,33208102968614,True,True
Crystal Ellis,82,ANGRA DOS REIS,RJ,11939380740,29932607808024,True,True
Megan Guzman,88,ACARI,RN,80136103812,29957489724506,True,True
Brenda Wright,69,ALTA FLORESTA D'OESTE,RO,42582501808,25552656902184,True,True
Ashley Martin,60,AMAJARI,RR,63296234659,98094411969970,True,True
Margaret Thomas,68,ACEGUÁ,RS,85418712829,35431535796940,True,True
Cindy Henderson,42,ABDON BATISTA,SC,29800321900,70394688023168,True,True
Valerie Moran,85,AMPARO DE SÃO FRANCISCO,SE,45864217387,15383057871900,True,True
Brenda Fitzpatrick,50,ADAMANTINA,SP,24807574477,29427197443546,True,True
Sandra Torres,80,ABREULÂNDIA,TO,68598747084,64404619034987,True,True
Kimberly Foster,72,ACRELÂNDIA,AC,43302729383,84687685241205,True,True
Rebecca Clark,52,ÁGUA BRANCA,AL,37935821674,19944941024639,True,True
Kimberly Cantu,32,ALVARÃES,AM,01740939344,54133987774163,True,True
Brittany Bailey,74,SERRA DO NAVIO,AP,66457111076,11977275000449,True,True
Sandra Curry,89,ABAÍRA,BA,28102342480,25497200028213,True,True
Stacey Harris,64,ABAIARA,CE,20729028780,30476742023604,True,True
Elizabeth Cooper,40,BRASÍLIA,DF,61894837207,14491805318360,True,True
Elizabeth Franklin,78,AFONSO CLÁUDIO,ES,69168622627,34505016842292,True,True
Elizabeth Taylor,26,ABADIA DE GOIÁS,GO,95659182470,23452506604156,True,True
Tanya Gray,69,AÇAILÂNDIA,MA,62398991431,50587304437000,True,True
Nicole Smith,26,ABADIA DOS DOURADOS,MG,16075548360,87554060240798,True,True
Christina Brandt,33,ÁGUA CLARA,MS,18051736850,53177226582233,True,True
Jordan Smith,44,ACORIZAL,MT,11153262959,70212043018830,True,True
Stacey Williams,71,ABAETETUBA,PA,18306432908,49418600971339,True,True
Suzanne Donaldson,52,ÁGUA BRANCA,PB,12595221302,02309264833019,True,True
Leslie Durham,51,ABREU E LIMA,PE,08527960648,89989813999345,True,True
Katie Ballard,62,ACAUÃ,PI,63707735141,17120527203932,True,True
Mariah Holmes,71,ABATIÁ,PR,81303446960,71937592381327,True,True
Lorraine Bell,89,ANGRA DOS REIS,RJ,32288567040,22756437359042,True,True
Alicia Thompson,29,ACARI,RN,21005244375,49607472430370,True,True
Michelle Hardin,21,ALTA FLORESTA D'OESTE,RO,75132534392,09588263588607,True,True
Linda Joseph,37,AMAJARI,RR,86330870225,60811696925730,True,True
Teresa Frye,48,ACEGUÁ,RS,39969635646,31979575211840,True,True
Elizabeth Thompson,48,ABDON BATISTA,SC,21460635302,17172728080881,True,True
Ebony Johns,50,AMPARO DE SÃO FRANCISCO,SE,21237641918,86030014024439,True,True
